,Donor,Timepoint,clone_id,DonorDay,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_YFV2003_D15_p3_O2,YFV2003,15,D968,YFV2003_D15,3712,8.21959545417708,18894.764,9.846693,160.63387,5.085334,0.85015017,18894.764,3712,0
P20407_YFV2003_D15_p3_E2,YFV2003,15,D62,YFV2003_D15,3357,8.119100837637486,17081.76,9.745825,132.53165,4.8943386,0.7758665,17081.76,3357,0
P20407_YFV2003_D15_p3_L2,YFV2003,15,D10,YFV2003_D15,2911,7.976595409316577,15698.402,9.661378,125.0033,4.836308,0.79628044,15698.402,2911,0
P20407_YFV2003_D15_p3_N2,YFV2003,15,D83,YFV2003_D15,5007,8.518791912779934,23227.467,10.053134,142.33261,4.965168,0.6127772,23227.467,5007,0
P20407_YFV2003_D15_p3_C2,YFV2003,15,D0,YFV2003_D15,2109,7.6544432264701125,12350.067,9.421497,166.66322,5.1219573,1.3494924,12350.067,2109,1
P20407_YFV2003_D15_p3_H2,YFV2003,15,D106,YFV2003_D15,4053,8.307459327011946,19762.121,9.891573,152.68709,5.034919,0.772625,19762.121,4053,0
P20407_YFV2003_D15_p3_A2,YFV2003,15,D59,YFV2003_D15,4280,8.361941906144946,20612.035,9.933679,135.84756,4.9188676,0.6590691,20612.035,4280,0
P20407_YFV2003_D15_p3_F2,YFV2003,15,D1703,YFV2003_D15,6743,8.81640849968169,27584.662,10.225052,134.72212,4.9106097,0.48839507,27584.662,6743,0
P20407_YFV2003_D15_p3_I2,YFV2003,15,D171,YFV2003_D15,3162,8.059276223305648,16644.889,9.719918,154.48041,5.0465198,0.92809516,16644.889,3162,0
P20407_YFV2003_D15_p3_K2,YFV2003,15,D235,YFV2003_D15,3921,8.274357006756292,19421.78,9.874202,143.8252,4.9755273,0.7405357,19421.78,3921,0
P20407_YFV2003_D15_p3_M2,YFV2003,15,D187,YFV2003_D15,3200,8.071218539969863,16880.81,9.733992,134.70265,4.910466,0.79796314,16880.81,3200,0
P20407_YFV2003_D15_p3_P2,YFV2003,15,D1335,YFV2003_D15,2937,7.9854843567338225,15777.021,9.666373,156.79323,5.0612855,0.9938075,15777.021,2937,0
P20407_YFV2003_D15_p3_B2,YFV2003,15,D1271,YFV2003_D15,5472,8.607582191143917,24646.248,10.11242,145.70299,4.98841,0.59117717,24646.248,5472,0
P20407_YFV2003_D15_p3_D2,YFV2003,15,D116,YFV2003_D15,4619,8.438149984075784,21855.668,9.992261,143.48979,4.973209,0.65653354,21855.668,4619,0
P20407_YFV2003_D15_p3_J2,YFV2003,15,D857,YFV2003_D15,4308,8.368461137615839,20622.193,9.934172,135.18967,4.9140487,0.6555543,20622.193,4308,0
P20407_YFV2003_D15_p6_O5,YFV2003,15,D106,YFV2003_D15,4826,8.481980435660493,22405.434,10.017103,143.24152,4.971489,0.63931596,22405.434,4826,0
P20407_YFV2003_D15_p6_P5,YFV2003,15,D865,YFV2003_D15,2629,7.874739125171811,14043.533,9.549989,141.30704,4.957987,1.0062071,14043.533,2629,0
P20407_YFV2003_D15_p6_F5,YFV2003,15,D49,YFV2003_D15,2883,7.96693349840484,15160.617,9.626522,149.10034,5.011304,0.9834714,15160.617,2883,0
P20407_YFV2003_D15_p6_H5,YFV2003,15,D106,YFV2003_D15,5417,8.59748202264504,24140.06,10.091669,135.63608,4.917321,0.56187135,24140.06,5417,0
P20407_YFV2003_D15_p6_E5,YFV2003,15,D1604,YFV2003_D15,3480,8.15507488781144,17526.098,9.771503,127.49097,4.855859,0.727435,17526.098,3480,0
P20407_YFV2003_D15_p6_D5,YFV2003,15,D471,YFV2003_D15,3801,8.243282523048375,18904.86,9.847227,131.06975,4.8833303,0.69331247,18904.86,3801,0
P20407_YFV2003_D15_p6_A5,YFV2003,15,D10,YFV2003_D15,5022,8.521782643750045,22654.672,10.028166,138.09224,4.9351373,0.60955304,22654.672,5022,0
P20407_YFV2003_D15_p6_K5,YFV2003,15,D757,YFV2003_D15,4485,8.408716715080153,20956.22,9.950238,135.08572,4.913285,0.6446092,20956.22,4485,0
P20407_YFV2003_D15_p6_M5,YFV2003,15,D1089,YFV2003_D15,2286,7.734996194022781,12678.728,9.44776,121.47411,4.8078995,0.9580939,12678.728,2286,0
P20407_YFV2003_D15_p6_L5,YFV2003,15,D112,YFV2003_D15,1891,7.545389749611823,11114.361,9.316083,130.91176,4.882133,1.1778612,11114.361,1891,0
P20407_YFV2003_D15_p6_N5,YFV2003,15,D277,YFV2003_D15,3898,8.268475388982598,19253.588,9.865504,162.09814,5.0943522,0.8419113,19253.588,3898,0
P20407_YFV2003_D15_p6_B5,YFV2003,15,D1468,YFV2003_D15,3502,8.161375023197486,17715.69,9.782263,145.4729,4.9868402,0.82115287,17715.69,3502,0
P20407_YFV2003_D15_p6_I5,YFV2003,15,D662,YFV2003_D15,3522,8.167068178341237,17744.643,9.7838955,133.16832,4.899095,0.7504706,17744.643,3522,0
P20407_YFV2003_D15_p6_G5,YFV2003,15,D611,YFV2003_D15,3121,8.046229101075378,16141.154,9.689189,127.17651,4.8534083,0.78790224,16141.154,3121,0
P20407_YFV2003_D15_p8_O24,YFV2003,15,D212,YFV2003_D15,3097,8.038512020976814,16056.907,9.683957,130.04785,4.8755627,0.80991846,16056.907,3097,0
P20407_YFV2003_D15_p8_E24,YFV2003,15,D866,YFV2003_D15,3817,8.247482004285693,19284.885,9.867128,140.6988,4.953704,0.72958076,19284.885,3817,0
P20407_YFV2003_D15_p8_L24,YFV2003,15,D0,YFV2003_D15,3380,8.125926802707886,17151.783,9.749916,114.70112,4.7510104,0.66874164,17151.783,3380,1
P20407_YFV2003_D15_p8_N24,YFV2003,15,D49,YFV2003_D15,3336,8.112827478751374,17158.68,9.750318,140.68906,4.9536347,0.8199294,17158.68,3336,0
P20407_YFV2003_D15_p8_C24,YFV2003,15,D1566,YFV2003_D15,5468,8.606851063346772,24568.469,10.10926,151.04517,5.0241776,0.61479276,24568.469,5468,0
P20407_YFV2003_D15_p8_H24,YFV2003,15,D167,YFV2003_D15,5944,8.690305809124883,25755.82,10.156455,144.61357,4.9809566,0.5614792,25755.82,5944,0
P20407_YFV2003_D15_p4_L24,YFV2003,15,D257,YFV2003_D15,2898,7.972121128921655,15554.877,9.652194,122.08852,4.812904,0.784889,15554.877,2898,0
P20407_YFV2003_D15_p8_A24,YFV2003,15,D57,YFV2003_D15,4101,8.319229938632326,19782.562,9.892607,142.68909,4.967652,0.7212872,19782.562,4101,0
P20407_YFV2003_D15_p4_M24,YFV2003,15,D354,YFV2003_D15,4847,8.48632152774915,22459.875,10.01953,141.02107,4.9559755,0.62788004,22459.875,4847,0
P20407_YFV2003_D15_p4_J24,YFV2003,15,D10,YFV2003_D15,2906,7.9748769005588755,15637.425,9.657486,121.69668,4.8097153,0.77823985,15637.425,2906,0
P20407_YFV2003_D15_p4_N24,YFV2003,15,D19,YFV2003_D15,2847,7.954372272531867,15448.918,9.645359,129.17526,4.8688817,0.8361444,15448.918,2847,0
P20407_YFV2003_D15_p4_B24,YFV2003,15,D80,YFV2003_D15,1687,7.431299675155903,10237.238,9.233885,125.48505,4.840124,1.2257705,10237.238,1687,0
P20407_YFV2003_D15_p8_F24,YFV2003,15,D269,YFV2003_D15,3926,8.27563105457801,19494.922,9.87796,133.1267,4.8987846,0.6828788,19494.922,3926,0
P20407_YFV2003_D15_p4_O24,YFV2003,15,D1351,YFV2003_D15,4306,8.36799688505411,20628.094,9.934458,134.39989,4.9082327,0.6515381,20628.094,4306,0
P20407_YFV2003_D15_p8_I24,YFV2003,15,D1538,YFV2003_D15,3384,8.127109185346375,16999.76,9.741014,134.83044,4.9114075,0.7931315,16999.76,3384,0
P20407_YFV2003_D15_p8_K24,YFV2003,15,D679,YFV2003_D15,2288,7.735870319952567,12752.241,9.453541,137.81021,4.9331074,1.0806744,12752.241,2288,0
P20407_YFV2003_D15_p8_M24,YFV2003,15,D611,YFV2003_D15,3213,8.075271546297458,16709.416,9.723787,127.9049,4.859075,0.765466,16709.416,3213,0
P20407_YFV2003_D15_p8_P24,YFV2003,15,D62,YFV2003_D15,5921,8.686429508661536,25771.023,10.157044,136.99364,4.9272075,0.5315801,25771.023,5921,0
P20407_YFV2003_D15_p4_K24,YFV2003,15,D155,YFV2003_D15,3907,8.270781013162674,19104.377,9.857725,143.40955,4.9726534,0.75066334,19104.377,3907,0
P20407_YFV2003_D15_p8_B24,YFV2003,15,D0,YFV2003_D15,3120,8.045908742270779,16759.537,9.726783,161.56157,5.091057,0.96399784,16759.537,3120,1
P20407_YFV2003_D15_p8_D24,YFV2003,15,D777,YFV2003_D15,4174,8.336869637284956,20273.426,9.917115,158.75148,5.0736194,0.7830521,20273.426,4174,0
P20407_YFV2003_D15_p8_J24,YFV2003,15,D124,YFV2003_D15,2342,7.759187438507795,13122.27,9.482142,131.32228,4.8852406,1.0007589,13122.27,2342,0
P20407_YFV2003_D15_p8_O16,YFV2003,15,D1601,YFV2003_D15,3085,8.034631032923107,16120.336,9.687899,120.78307,4.8022413,0.749259,16120.336,3085,0
P20407_YFV2003_D15_p8_E16,YFV2003,15,D394,YFV2003_D15,2785,7.932362154339751,14825.904,9.604198,140.23495,4.9504247,0.9458779,14825.904,2785,0
P20407_YFV2003_D15_p4_C16,YFV2003,15,D87,YFV2003_D15,3905,8.270269111436624,19386.44,9.87238,131.53639,4.886857,0.6784969,19386.44,3905,0
P20407_YFV2003_D15_p8_N16,YFV2003,15,D206,YFV2003_D15,5633,8.636574948436317,25265.627,10.137239,131.18025,4.8841667,0.51920444,25265.627,5633,0
P20407_YFV2003_D15_p8_C16,YFV2003,15,D650,YFV2003_D15,5961,8.693161274238017,25512.896,10.146978,131.14964,4.883935,0.51405233,25512.896,5961,0
P20407_YFV2003_D15_p8_H16,YFV2003,15,D1128,YFV2003_D15,3179,8.064636475774222,16458.217,9.708641,138.38927,4.9372706,0.84085214,16458.217,3179,0
P20407_YFV2003_D15_p4_P16,YFV2003,15,D265,YFV2003_D15,4503,8.412721169819527,21178.543,9.960791,122.502785,4.8162637,0.57842875,21178.543,4503,0
P20407_YFV2003_D15_p4_L16,YFV2003,15,D229,YFV2003_D15,2323,7.751045117971802,13137.797,9.483325,120.80546,4.8024254,0.919526,13137.797,2323,0
P20407_YFV2003_D15_p8_A16,YFV2003,15,D0,YFV2003_D15,1954,7.578145472419466,11652.956,9.363401,142.88942,4.969045,1.2262075,11652.956,1954,1
P20407_YFV2003_D15_p4_M16,YFV2003,15,D1348,YFV2003_D15,4168,8.335431477880796,20123.314,9.909684,132.66867,4.8953643,0.6592784,20123.314,4168,0
P20407_YFV2003_D15_p4_J16,YFV2003,15,D176,YFV2003_D15,1776,7.482681828154651,10784.198,9.28593,126.02189,4.8443594,1.1685791,10784.198,1776,0
P20407_YFV2003_D15_p4_N16,YFV2003,15,D570,YFV2003_D15,2753,7.9208096792886,14824.581,9.60411,130.37193,4.8780327,0.8794308,14824.581,2753,0
P20407_YFV2003_D15_p4_B16,YFV2003,15,D1046,YFV2003_D15,2770,7.9269635448629785,14987.561,9.615043,126.601135,4.8489094,0.8447081,14987.561,2770,0
P20407_YFV2003_D15_p8_F16,YFV2003,15,D1265,YFV2003_D15,3466,8.151044945685024,17582.65,9.774725,155.95285,5.0559454,0.8869701,17582.65,3466,0
P20407_YFV2003_D15_p4_A16,YFV2003,15,D277,YFV2003_D15,4690,8.453401058328458,22311.006,10.01288,123.89352,4.8274617,0.55530226,22311.006,4690,0
P20407_YFV2003_D15_p4_O16,YFV2003,15,D184,YFV2003_D15,2867,7.961370201719511,15423.286,9.643699,121.15385,4.805281,0.7855255,15423.286,2867,0
P20407_YFV2003_D15_p8_I16,YFV2003,15,D0,YFV2003_D15,1974,7.5883236773352225,11673.39,9.365152,168.03598,5.1301117,1.4394789,11673.39,1974,1
P20407_YFV2003_D15_p4_H16,YFV2003,15,D1031,YFV2003_D15,3184,8.066207568006265,16445.033,9.70784,128.87251,4.8665533,0.7836562,16445.033,3184,0
P20407_YFV2003_D15_p8_G16,YFV2003,15,D460,YFV2003_D15,4645,8.443761913330354,21878.225,9.993293,137.56262,4.9313226,0.62876505,21878.225,4645,0
P20407_YFV2003_D15_p4_G16,YFV2003,15,D1365,YFV2003_D15,6282,8.745602852402946,26553.516,10.186955,131.17484,4.8841257,0.49400175,26553.516,6282,0
P20407_YFV2003_D15_p8_K16,YFV2003,15,D662,YFV2003_D15,5601,8.630878955820053,25056.656,10.128935,129.19672,4.8690467,0.5156184,25056.656,5601,0
P20407_YFV2003_D15_p8_M16,YFV2003,15,D142,YFV2003_D15,5013,8.519989278718239,22791.736,10.034197,137.91945,4.933894,0.6051292,22791.736,5013,0
P20407_YFV2003_D15_p8_P16,YFV2003,15,D1385,YFV2003_D15,4409,8.391629968440892,20753.748,9.940531,121.87474,4.8111653,0.5872421,20753.748,4409,0
P20407_YFV2003_D15_p4_K16,YFV2003,15,D607,YFV2003_D15,4410,8.39185670010494,20952.201,9.950047,132.44191,4.8936663,0.6321145,20952.201,4410,0
P20407_YFV2003_D15_p8_B16,YFV2003,15,D0,YFV2003_D15,2975,7.998335395952982,16039.538,9.682875,147.96869,5.003736,0.92252463,16039.538,2975,1
P20407_YFV2003_D15_p8_D16,YFV2003,15,D268,YFV2003_D15,4447,8.400209835930418,21249.186,9.964121,149.14008,5.0115685,0.7018626,21249.186,4447,0
P20407_YFV2003_D15_p8_J16,YFV2003,15,D106,YFV2003_D15,3933,8.277411998949004,19354.021,9.8707075,138.23332,4.936151,0.71423566,19354.021,3933,0
P20407_YFV2003_D15_p2_N16,YFV2003,15,D0,YFV2003_D15,2411,7.788211557847076,13693.357,9.524739,129.22757,4.8692837,0.9437245,13693.357,2411,1
P20407_YFV2003_D15_p2_G16,YFV2003,15,D1187,YFV2003_D15,2630,7.875119281040293,14367.467,9.572791,116.87065,4.769588,0.8134395,14367.467,2630,0
P20407_YFV2003_D15_p2_A16,YFV2003,15,D363,YFV2003_D15,2852,7.9561263512135,15173.355,9.627362,123.054436,4.8207207,0.8109903,15173.355,2852,0
P20407_YFV2003_D15_p2_K16,YFV2003,15,D313,YFV2003_D15,4302,8.3670677328386,20493.621,9.9279175,127.41882,4.855297,0.6217487,20493.621,4302,0
P20407_YFV2003_D15_p2_E16,YFV2003,15,D1797,YFV2003_D15,2405,7.785720896534624,13080.526,9.478956,126.33285,4.8468046,0.96580863,13080.526,2405,0
P20407_YFV2003_D15_p2_M16,YFV2003,15,D0,YFV2003_D15,1738,7.461065514354283,10648.254,9.273245,149.93051,5.0168195,1.4080291,10648.254,1738,1
P20407_YFV2003_D15_p2_I16,YFV2003,15,D970,YFV2003_D15,3614,8.192847134592865,18510.484,9.826146,127.0407,4.8523483,0.68631756,18510.484,3614,0
P20407_YFV2003_D15_p2_H16,YFV2003,15,D458,YFV2003_D15,3252,8.087332926473351,16955.682,9.738418,127.8134,4.858365,0.7538087,16955.682,3252,0
P20407_YFV2003_D15_p2_C16,YFV2003,15,D0,YFV2003_D15,2126,7.6624678152002375,12516.499,9.434883,112.57341,4.7324495,0.8994001,12516.499,2126,1
P20407_YFV2003_D15_p2_J16,YFV2003,15,D235,YFV2003_D15,3941,8.279443487712665,19458.81,9.876106,127.80577,4.8583055,0.6568016,19458.81,3941,0
P20407_YFV2003_D15_p2_F16,YFV2003,15,D742,YFV2003_D15,2916,7.978310969867722,15536.542,9.651014,143.83792,4.9756155,0.9258039,15536.542,2916,0
P20407_YFV2003_D15_p2_B16,YFV2003,15,D827,YFV2003_D15,3757,8.231642179973411,18992.094,9.8518305,147.75258,5.0022845,0.7779689,18992.094,3757,0
P20407_YFV2003_D15_p2_O16,YFV2003,15,D49,YFV2003_D15,5124,8.54188580400661,23410.057,10.060964,120.72336,4.801751,0.51569015,23410.057,5124,0
P20407_YFV2003_D15_p2_D16,YFV2003,15,D1512,YFV2003_D15,3245,8.085178748074537,16912.06,9.735842,140.29788,4.9508705,0.829573,16912.06,3245,0
P20407_YFV2003_D15_p2_L16,YFV2003,15,D760,YFV2003_D15,5493,8.611411866655219,24326.684,10.09937,136.69643,4.9250517,0.5619197,24326.684,5493,0
P20407_YFV2003_D15_p4_I13,YFV2003,15,D10,YFV2003_D15,3820,8.2482674474469,19003.092,9.852409,140.96176,4.955558,0.7417833,19003.092,3820,0
P20407_YFV2003_D15_p8_E13,YFV2003,15,D161,YFV2003_D15,2862,7.959625305098115,15156.338,9.62624,157.82845,5.067825,1.0413363,15156.338,2862,0
P20407_YFV2003_D15_p4_C13,YFV2003,15,D518,YFV2003_D15,2341,7.758760544157663,13178.163,9.486392,130.54248,4.8793297,0.99059695,13178.163,2341,0
P20407_YFV2003_D15_p8_L13,YFV2003,15,D14,YFV2003_D15,3061,8.026823576217629,15950.097,9.677283,128.56825,4.8642077,0.8060657,15950.097,3061,0
P20407_YFV2003_D15_p8_N13,YFV2003,15,D378,YFV2003_D15,2846,7.954021087278037,15507.843,9.649166,127.59166,4.856642,0.8227557,15507.843,2846,0
P20407_YFV2003_D15_p8_C13,YFV2003,15,D122,YFV2003_D15,3718,8.22121009392507,18577.877,9.829781,160.29582,5.08324,0.8628317,18577.877,3718,0
P20407_YFV2003_D15_p8_H13,YFV2003,15,D0,YFV2003_D15,2100,7.650168700845001,12213.1875,9.410354,136.29886,4.92216,1.1159974,12213.1875,2100,1
P20407_YFV2003_D15_p4_P13,YFV2003,15,D1322,YFV2003_D15,2122,7.660585461703256,12235.29,9.412162,122.46533,4.8159604,1.0009189,12235.29,2122,0
P20407_YFV2003_D15_p4_L13,YFV2003,15,D618,YFV2003_D15,3381,8.126222529458525,17231.572,9.754557,135.05879,4.913087,0.78378683,17231.572,3381,0
P20407_YFV2003_D15_p8_A13,YFV2003,15,D790,YFV2003_D15,3448,8.145839612936841,17558.98,9.773377,161.21696,5.088935,0.91814536,17558.98,3448,0
P20407_YFV2003_D15_p4_M13,YFV2003,15,D0,YFV2003_D15,2792,7.934871565945177,15476.874,9.647167,122.15038,4.8134065,0.7892446,15476.874,2792,1
P20407_YFV2003_D15_p4_J13,YFV2003,15,D229,YFV2003_D15,3202,8.071843149609158,16819.08,9.730329,141.86247,4.9618826,0.8434615,16819.08,3202,0
P20407_YFV2003_D15_p4_F13,YFV2003,15,D486,YFV2003_D15,5840,8.67265729404031,24814.207,10.119212,146.69704,4.995163,0.59118164,24814.207,5840,0
P20407_YFV2003_D15_p4_B13,YFV2003,15,D245,YFV2003_D15,5130,8.543055850941965,23199.86,10.051945,145.64203,4.9879947,0.62777114,23199.86,5130,0
P20407_YFV2003_D15_p8_F13,YFV2003,15,D67,YFV2003_D15,4794,8.475328987317539,22097.064,10.003245,138.21803,4.9360414,0.625504,22097.064,4794,0
P20407_YFV2003_D15_p4_A13,YFV2003,15,D1300,YFV2003_D15,4466,8.404472321352118,21681.326,9.984253,147.14845,4.9982147,0.6786875,21681.326,4466,0
P20407_YFV2003_D15_p4_O13,YFV2003,15,D894,YFV2003_D15,4832,8.483222671845084,22414.316,10.0175,115.53178,4.758164,0.5154374,22414.316,4832,0
P20407_YFV2003_D15_p8_I13,YFV2003,15,D873,YFV2003_D15,4736,8.463159302923751,22100.195,10.0033865,137.05457,4.927649,0.6201509,22100.195,4736,0
P20407_YFV2003_D15_p4_H13,YFV2003,15,D310,YFV2003_D15,3588,8.185628891147607,18231.482,9.81096,115.44956,4.757458,0.63324285,18231.482,3588,0
P20407_YFV2003_D15_p8_G13,YFV2003,15,D268,YFV2003_D15,3989,8.29154650988391,19369.543,9.871509,120.33575,4.7985616,0.6212627,19369.543,3989,0
P20407_YFV2003_D15_p4_G13,YFV2003,15,D542,YFV2003_D15,3273,8.09376775793108,16772.291,9.727543,138.92693,4.94112,0.82831216,16772.291,3273,0
P20407_YFV2003_D15_p8_K13,YFV2003,15,D803,YFV2003_D15,4935,8.504310565585223,22767.238,10.033122,144.0081,4.9767895,0.63252336,22767.238,4935,0
P20407_YFV2003_D15_p8_M13,YFV2003,15,D1524,YFV2003_D15,3433,8.141481041457421,17238.291,9.754947,134.6398,4.9100027,0.78105074,17238.291,3433,0
P20407_YFV2003_D15_p4_D13,YFV2003,15,D106,YFV2003_D15,3098,8.038834757787749,16341.196,9.701506,134.4591,4.90867,0.8228229,16341.196,3098,0
P20407_YFV2003_D15_p8_P13,YFV2003,15,D355,YFV2003_D15,3258,8.089175678837561,16722.848,9.724591,130.87695,4.8818693,0.7826236,16722.848,3258,0
P20407_YFV2003_D15_p4_K13,YFV2003,15,D0,YFV2003_D15,2073,7.637234388789473,12265.224,9.414605,143.96948,4.9765234,1.1738024,12265.224,2073,1
P20407_YFV2003_D15_p8_B13,YFV2003,15,D272,YFV2003_D15,3484,8.156223323194624,17504.107,9.770248,132.71902,4.895741,0.7582165,17504.107,3484,0
P20407_YFV2003_D15_p8_D13,YFV2003,15,D108,YFV2003_D15,3117,8.044947049617722,16486.197,9.71034,127.102585,4.8528314,0.7709636,16486.197,3117,0
P20407_YFV2003_D15_p8_J13,YFV2003,15,D1220,YFV2003_D15,3448,8.145839612936841,17768.71,9.785251,132.7609,4.896054,0.7471611,17768.71,3448,0
P20407_YFV2003_D15_p2_N24,YFV2003,15,D763,YFV2003_D15,4853,8.487558386286548,22335.736,10.013988,142.50781,4.9663897,0.63802606,22335.736,4853,0
P20407_YFV2003_D15_p2_G24,YFV2003,15,D31,YFV2003_D15,3101,8.039802343736485,16517.084,9.712211,125.98489,4.844068,0.76275504,16517.084,3101,0
P20407_YFV2003_D15_p2_A24,YFV2003,15,D87,YFV2003_D15,4564,8.426173793029069,21542.8,9.977843,135.31313,4.9149547,0.628113,21542.8,4564,0
P20407_YFV2003_D15_p2_K24,YFV2003,15,D121,YFV2003_D15,4077,8.3133619511344,19667.396,9.886768,121.201515,4.805671,0.616256,19667.396,4077,0
P20407_YFV2003_D15_p2_E24,YFV2003,15,D191,YFV2003_D15,2970,7.9966538754626075,16118.905,9.68781,119.687935,4.793208,0.7425314,16118.905,2970,0
P20407_YFV2003_D15_p2_M24,YFV2003,15,D43,YFV2003_D15,3102,8.04012466444838,16163.211,9.690555,124.28911,4.830624,0.768963,16163.211,3102,0
P20407_YFV2003_D15_p2_I24,YFV2003,15,D311,YFV2003_D15,4662,8.44741429680832,21999.252,9.998809,117.3416,4.7735753,0.53338903,21999.252,4662,0
P20407_YFV2003_D15_p2_H24,YFV2003,15,D1633,YFV2003_D15,3766,8.23403420769204,18652.31,9.833779,132.08017,4.8909516,0.7081169,18652.31,3766,0
P20407_YFV2003_D15_p2_C24,YFV2003,15,D299,YFV2003_D15,3659,8.205218426395412,18250.148,9.811983,124.03462,4.828591,0.67963624,18250.148,3659,0
P20407_YFV2003_D15_p2_J24,YFV2003,15,D74,YFV2003_D15,3065,8.028129059431759,16078.6,9.685307,143.93864,4.9763107,0.89521885,16078.6,3065,0
P20407_YFV2003_D15_p2_F24,YFV2003,15,D1513,YFV2003_D15,5097,8.53660358493606,23521.852,10.065727,127.10302,4.8528347,0.54036146,23521.852,5097,0
P20407_YFV2003_D15_p2_B24,YFV2003,15,D1077,YFV2003_D15,5007,8.518791912779934,22989.514,10.042837,125.26663,4.8383956,0.544886,22989.514,5007,0
P20407_YFV2003_D15_p2_O24,YFV2003,15,D854,YFV2003_D15,2716,7.907283609426348,14873.068,9.607374,121.49402,4.808062,0.8168726,14873.068,2716,0
P20407_YFV2003_D15_p2_D24,YFV2003,15,D268,YFV2003_D15,4591,8.432070937999402,21691.598,9.984726,132.29109,4.892535,0.6098725,21691.598,4591,0
P20407_YFV2003_D15_p2_L24,YFV2003,15,D564,YFV2003_D15,3327,8.1101268019411,17283.707,9.757577,136.21487,4.921548,0.78811145,17283.707,3327,0
P20407_YFV2003_D15_p7_M9,YFV2003,15,D970,YFV2003_D15,3277,8.094988759303774,16914.494,9.735986,129.55315,4.8717804,0.7659298,16914.494,3277,0
P20407_YFV2003_D15_p7_K9,YFV2003,15,D104,YFV2003_D15,3808,8.245121966478605,18808.51,9.842118,127.05698,4.852475,0.6755292,18808.51,3808,0
P20407_YFV2003_D15_p5_M9,YFV2003,15,D0,YFV2003_D15,1705,7.441906728051625,10482.006,9.257511,146.1688,4.99158,1.3944734,10482.006,1705,1
P20407_YFV2003_D15_p5_P9,YFV2003,15,D706,YFV2003_D15,3610,8.191740021277457,18134.994,9.805654,127.22313,4.853772,0.7015339,18134.994,3610,0
P20407_YFV2003_D15_p5_G9,YFV2003,15,D0,YFV2003_D15,2297,7.739794458408701,13299.232,9.495537,132.59964,4.8948474,0.9970473,13299.232,2297,1
P20407_YFV2003_D15_p5_B9,YFV2003,15,D1506,YFV2003_D15,4036,8.30325712085294,19706.416,9.88875,148.34225,5.006241,0.75276124,19706.416,4036,0
P20407_YFV2003_D15_p7_P9,YFV2003,15,D0,YFV2003_D15,1668,7.419979923661835,10321.46,9.242078,141.88876,4.9620667,1.3746966,10321.46,1668,1
P20407_YFV2003_D15_p7_A9,YFV2003,15,D93,YFV2003_D15,3407,8.133880887949207,17696.963,9.781205,108.96491,4.7001615,0.61572665,17696.963,3407,0
P20407_YFV2003_D15_p5_E9,YFV2003,15,D445,YFV2003_D15,3152,8.056109659545061,16325.961,9.700573,134.54095,4.9092736,0.82409215,16325.961,3152,0
P20407_YFV2003_D15_p5_I9,YFV2003,15,D0,YFV2003_D15,2103,7.651595573857601,12205.859,9.409753,97.097206,4.585959,0.7954967,12205.859,2103,1
P20407_YFV2003_D15_p7_E9,YFV2003,15,D776,YFV2003_D15,2702,7.902117546276448,14872.6045,9.607344,111.9365,4.7268257,0.7526355,14872.6045,2702,0
P20407_YFV2003_D15_p7_H9,YFV2003,15,D49,YFV2003_D15,2881,7.966239776559467,15537.285,9.651062,135.55547,4.916731,0.87245274,15537.285,2881,0
P20407_YFV2003_D15_p7_N9,YFV2003,15,D378,YFV2003_D15,3659,8.205218426395412,18226.809,9.810703,115.020546,4.7537675,0.6310515,18226.809,3659,0
P20407_YFV2003_D15_p5_C9,YFV2003,15,D570,YFV2003_D15,4485,8.408716715080153,21382.178,9.97036,131.43523,4.8860936,0.61469525,21382.178,4485,0
P20407_YFV2003_D15_p7_D9,YFV2003,15,D698,YFV2003_D15,4223,8.348537825386098,20394.705,9.9230795,129.96039,4.874895,0.6372261,20394.705,4223,0
P20407_YFV2003_D15_p5_H9,YFV2003,15,D261,YFV2003_D15,4734,8.462737005620179,22271.436,10.011106,126.129776,4.8452086,0.56632984,22271.436,4734,0
P20407_YFV2003_D15_p7_B9,YFV2003,15,D265,YFV2003_D15,5764,8.65956043270316,25279.42,10.137786,132.24388,4.892181,0.5231286,25279.42,5764,0
P20407_YFV2003_D15_p5_O9,YFV2003,15,D374,YFV2003_D15,3851,8.256347772918016,19563.953,9.881495,138.57458,4.938599,0.7083159,19563.953,3851,0
P20407_YFV2003_D15_p7_C9,YFV2003,15,D1669,YFV2003_D15,3261,8.09009578318096,16747.69,9.726075,137.83626,4.9332952,0.8230166,16747.69,3261,0
P20407_YFV2003_D15_p7_F9,YFV2003,15,D925,YFV2003_D15,3264,8.09101504171053,16995.607,9.740769,146.05635,4.9908156,0.8593771,16995.607,3264,0
P20407_YFV2003_D15_p5_A9,YFV2003,15,D86,YFV2003_D15,4029,8.301521654940728,19805.414,9.893761,159.90984,5.0808444,0.8074047,19805.414,4029,0
P20407_YFV2003_D15_p7_O9,YFV2003,15,D81,YFV2003_D15,3998,8.293799608846818,19633.402,9.885038,111.232796,4.7205753,0.56654876,19633.402,3998,0
P20407_YFV2003_D15_p5_J9,YFV2003,15,D84,YFV2003_D15,3261,8.09009578318096,16907.086,9.735547,122.93855,4.819786,0.72714216,16907.086,3261,0
